claim_id,customer_id,claim_date,vehicle_type,damage_category,fault_type,description,estimated_cost_eur,actual_cost_eur,repair_duration_days,status
CLM-001571,CUST-003,2023-03-16,PKW,Karosserie,Fremdverschulden,"Beule an der Beifahrertür, Ursache unbekannt",3395.53,3577.35,4.0,abgeschlossen
CLM-001572,CUST-008,2024-01-27,Motorrad,Elektronik,Teilschuld,Batterie entlädt sich über Nacht,1787.87,1777.71,1.0,abgeschlossen
CLM-001573,CUST-003,2024-08-08,Transporter,Motor,Fremdverschulden,Kühlmittelverlust und Überhitzung,15000.0,17664.58,11.0,storniert
CLM-001574,CUST-008,2025-01-01,PKW,Glas,Naturereignis,Steinschlag in der Windschutzscheibe,1243.98,1264.84,2.0,abgeschlossen
CLM-001575,CUST-002,2023-04-08,Transporter,Karosserie,Teilschuld,Seitliche Beschädigung nach Auffahrunfall,4577.82,4933.51,5.0,abgeschlossen
CLM-001576,CUST-012,2024-11-10,Transporter,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,878.1,838.12,1.0,abgeschlossen
CLM-001577,CUST-002,2024-07-13,LKW,Glas,Vandalismus,Heckscheibe durch Vandalismus eingeschlagen,832.3,436.49,3.0,storniert
CLM-001578,CUST-020,2023-09-12,PKW,Elektronik,Eigenverschulden,Fensterheber klemmt auf Fahrerseite,1907.29,1767.54,1.0,abgeschlossen
CLM-001579,CUST-003,2025-01-23,Motorrad,Glas,Vandalismus,Heckscheibe durch Vandalismus eingeschlagen,1921.75,1927.33,3.0,abgeschlossen
CLM-001580,CUST-012,2025-06-13,PKW,Interieur,Vandalismus,Lenkrad Lederbezug beschädigt,566.56,562.32,2.0,abgeschlossen
CLM-001581,CUST-025,2025-03-30,PKW,Karosserie,Teilschuld,Kratzer an der hinteren Stoßstange,1639.81,1756.25,1.0,abgeschlossen
CLM-001582,CUST-013,2025-06-19,Transporter,Karosserie,Eigenverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,3199.89,3659.64,5.0,abgeschlossen
CLM-001583,CUST-012,2025-03-02,Transporter,Karosserie,Fremdverschulden,Seitliche Beschädigung nach Auffahrunfall,1863.03,1872.53,2.0,abgeschlossen
CLM-001584,CUST-008,2024-11-25,Transporter,Karosserie,Naturereignis,Seitliche Beschädigung nach Auffahrunfall,1398.13,1545.25,1.0,abgeschlossen
CLM-001585,CUST-008,2024-01-18,PKW,Motor,Fremdverschulden,Kühlmittelverlust und Überhitzung,6826.64,7334.34,9.0,abgeschlossen
CLM-001586,CUST-013,2025-10-13,LKW,Elektronik,Fremdverschulden,Klimaanlage funktioniert nicht mehr,1718.06,1824.95,1.0,abgeschlossen
CLM-001587,CUST-030,2025-10-15,PKW,Glas,Vandalismus,Steinschlag in der Windschutzscheibe,1932.99,1850.33,1.0,abgeschlossen
CLM-001588,CUST-013,2025-01-22,PKW,Motor,Eigenverschulden,Ungewöhnliche Geräusche aus dem Motorraum,5644.72,4725.09,5.0,abgeschlossen
CLM-001589,CUST-012,2025-11-29,Transporter,Glas,Vandalismus,Riss in der Frontscheibe breitet sich aus,561.45,569.69,1.0,abgeschlossen
CLM-001590,CUST-015,2024-06-30,Transporter,Karosserie,Vandalismus,Seitliche Beschädigung nach Auffahrunfall,4804.77,4620.06,4.0,abgeschlossen
CLM-001591,CUST-012,2023-06-19,PKW,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,2458.83,2308.76,4.0,abgeschlossen
CLM-001592,CUST-002,2025-05-19,PKW,Elektronik,Vandalismus,Batterie entlädt sich über Nacht,1313.91,1372.04,1.0,abgeschlossen
CLM-001593,CUST-012,2023-06-11,LKW,Karosserie,Teilschuld,Frontschaden nach leichtem Auffahrunfall an Kreuzung,1308.67,1560.12,2.0,storniert
CLM-001594,CUST-028,2025-05-31,PKW,Elektronik,Fremdverschulden,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",1230.81,1364.09,2.0,abgeschlossen
CLM-001595,CUST-002,2024-01-05,Transporter,Fahrwerk,Teilschuld,Achsvermessung nötig nach Bordsteinberührung,1095.2,1205.08,7.0,abgeschlossen
CLM-001596,CUST-013,2026-01-22,Motorrad,Karosserie,Eigenverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,3871.4,4094.51,4.0,storniert
CLM-001597,CUST-003,2024-08-24,PKW,Elektronik,Eigenverschulden,Batterie entlädt sich über Nacht,1044.12,1083.2,,abgeschlossen
CLM-001598,CUST-012,2024-10-19,Transporter,Karosserie,Fremdverschulden,Seitliche Beschädigung nach Auffahrunfall,1531.3,1473.24,3.0,abgeschlossen
CLM-001599,CUST-002,2023-07-30,PKW,Interieur,Eigenverschulden,Lenkrad Lederbezug beschädigt,1717.76,1923.04,1.0,abgeschlossen
CLM-001600,CUST-010,2023-06-13,PKW,Karosserie,Eigenverschulden,Kratzer an der hinteren Stoßstange,2787.75,2380.12,3.0,abgeschlossen
CLM-001601,CUST-018,2024-11-02,PKW,Elektronik,Teilschuld,Scheinwerfer fallen sporadisch aus,2370.68,2377.57,2.0,abgeschlossen
CLM-001602,CUST-008,2024-08-28,PKW,Motor,Fremdverschulden,Ölverlust unter dem Fahrzeug festgestellt,1650.77,1844.56,6.0,abgeschlossen
CLM-001603,CUST-013,2024-09-19,PKW,Glas,Teilschuld,Steinschlag in der Windschutzscheibe,856.23,1010.67,4.0,storniert
CLM-001604,CUST-020,2025-07-02,Transporter,Elektronik,Vandalismus,Batterie entlädt sich über Nacht,992.78,519.71,2.0,abgeschlossen
CLM-001605,CUST-026,2025-05-22,LKW,Fahrwerk,Vandalismus,Achsvermessung nötig nach Bordsteinberührung,2376.14,2480.06,6.0,abgeschlossen
CLM-001606,CUST-003,2023-12-08,PKW,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,1188.04,1013.67,1.0,abgeschlossen
CLM-001607,CUST-009,2025-06-28,PKW,Karosserie,Teilschuld,Lackschaden durch Vandalismus am vorderen Kotflügel,8000.0,7633.27,4.0,abgeschlossen
CLM-001608,CUST-002,2024-12-20,Transporter,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,3987.33,3598.17,2.0,abgeschlossen
CLM-001609,CUST-029,2025-07-04,PKW,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,972.87,948.02,3.0,abgeschlossen
CLM-001610,CUST-026,2023-03-28,PKW,Glas,Eigenverschulden,Heckscheibe durch Vandalismus eingeschlagen,758.89,713.37,1.0,abgeschlossen
CLM-001611,CUST-012,2024-12-23,Transporter,Karosserie,Eigenverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,2612.54,2716.1,5.0,abgeschlossen
CLM-001612,CUST-023,2025-06-09,Motorrad,Motor,Eigenverschulden,"Motor springt nicht an, Fehlermeldung im Display",4885.83,3959.47,4.0,storniert
CLM-001613,CUST-012,2024-07-16,Transporter,Interieur,Eigenverschulden,Mittelkonsole gebrochen,1309.19,926.38,1.0,abgeschlossen
CLM-001614,CUST-012,2023-04-28,PKW,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,310.9,345.37,2.0,abgeschlossen
CLM-001615,CUST-002,2023-06-03,Transporter,Glas,Eigenverschulden,Heckscheibe durch Vandalismus eingeschlagen,1116.74,1107.13,1.0,abgeschlossen
CLM-001616,CUST-018,2025-04-11,PKW,Glas,Naturereignis,Riss in der Frontscheibe breitet sich aus,431.35,385.55,5.0,abgeschlossen
CLM-001617,CUST-002,2025-01-14,PKW,Glas,Fremdverschulden,Riss in der Frontscheibe breitet sich aus,759.97,578.05,1.0,storniert
CLM-001618,CUST-021,2025-11-16,PKW,Karosserie,Teilschuld,Lackschaden durch Vandalismus am vorderen Kotflügel,1911.96,2099.04,1.0,abgeschlossen
CLM-001619,CUST-019,2023-11-24,LKW,Glas,Eigenverschulden,Steinschlag in der Windschutzscheibe,1769.24,1657.93,1.0,abgeschlossen
CLM-001620,CUST-014,2023-03-05,Transporter,Karosserie,Teilschuld,Heckschaden durch Rückwärtsfahrt gegen Poller,4038.56,2879.05,4.0,abgeschlossen
CLM-001621,CUST-002,2023-10-20,LKW,Karosserie,Fremdverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,3847.29,3383.34,3.0,abgeschlossen
CLM-001622,CUST-008,2025-06-16,Transporter,Motor,Eigenverschulden,Ungewöhnliche Geräusche aus dem Motorraum,6141.51,5913.27,8.0,abgeschlossen
CLM-001623,CUST-004,2023-03-13,Transporter,Interieur,Teilschuld,Sitzheizung defekt,,1726.2,3.0,abgeschlossen
CLM-001624,CUST-008,2023-09-16,Transporter,Karosserie,Teilschuld,Seitliche Beschädigung nach Auffahrunfall,3786.52,3627.77,4.0,storniert
CLM-001625,CUST-002,2023-05-18,Transporter,Fahrwerk,Eigenverschulden,Schleifgeräusche beim Lenken,1909.39,1856.73,4.0,abgeschlossen
CLM-001626,CUST-027,2024-04-28,PKW,Karosserie,Vandalismus,Lackschaden durch Vandalismus am vorderen Kotflügel,1812.68,1808.85,3.0,abgeschlossen
CLM-001627,CUST-012,2025-01-20,PKW,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,2681.35,2778.38,7.0,abgeschlossen
CLM-001628,CUST-008,2025-01-11,Transporter,Interieur,Fremdverschulden,Mittelkonsole gebrochen,1070.98,1199.18,1.0,abgeschlossen
CLM-001629,CUST-009,2025-02-23,PKW,Karosserie,Naturereignis,"Beule an der Beifahrertür, Ursache unbekannt",4390.3,3698.42,4.0,abgeschlossen
CLM-001630,CUST-010,2023-03-08,PKW,Motor,Eigenverschulden,"Motor springt nicht an, Fehlermeldung im Display",8131.81,6684.75,7.0,abgeschlossen
CLM-001631,CUST-012,2023-11-11,LKW,Elektronik,Eigenverschulden,Infotainment-System reagiert nicht,2303.23,2517.34,4.0,abgeschlossen
CLM-001632,CUST-012,2025-07-10,PKW,Karosserie,Naturereignis,Seitliche Beschädigung nach Auffahrunfall,1063.95,1078.79,1.0,abgeschlossen
CLM-001633,CUST-026,2025-01-29,Transporter,Elektronik,Fremdverschulden,Klimaanlage funktioniert nicht mehr,1358.17,1203.59,1.0,abgeschlossen
CLM-001634,CUST-012,2025-01-31,PKW,Motor,Eigenverschulden,"Motor springt nicht an, Fehlermeldung im Display",10348.32,9333.65,8.0,abgeschlossen
CLM-001635,CUST-029,2025-06-28,Transporter,Elektronik,Eigenverschulden,Scheinwerfer fallen sporadisch aus,1147.05,1160.07,2.0,abgeschlossen
CLM-001636,CUST-024,2023-06-07,Transporter,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,3897.9,3815.08,7.0,storniert
CLM-001637,CUST-003,2023-10-09,PKW,Motor,Fremdverschulden,Zahnriemen gerissen bei Autobahnfahrt,9436.48,10188.06,5.0,abgeschlossen
CLM-001638,CUST-026,2025-12-20,Motorrad,Karosserie,Naturereignis,Seitliche Beschädigung nach Auffahrunfall,931.03,857.09,5.0,abgeschlossen
CLM-001639,CUST-002,2025-01-21,Transporter,Karosserie,Fremdverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,2089.08,2239.29,8.0,abgeschlossen
CLM-001640,CUST-021,2025-03-26,PKW,Karosserie,Fremdverschulden,Kratzer an der hinteren Stoßstange,744.71,1029.45,2.0,abgeschlossen
CLM-001641,CUST-009,2024-10-05,LKW,Glas,Naturereignis,Seitenscheibe hinten rechts gesprungen,1130.22,1155.46,1.0,abgeschlossen
CLM-001642,CUST-025,2024-07-24,LKW,Glas,Naturereignis,Seitenscheibe hinten rechts gesprungen,1564.68,2114.74,1.0,abgeschlossen
CLM-001643,CUST-025,2024-05-26,PKW,Karosserie,Fremdverschulden,Hagelschaden auf Motorhaube und Dach,4275.99,4884.56,4.0,abgeschlossen
CLM-001644,CUST-021,2023-08-21,Transporter,Elektronik,Fremdverschulden,Klimaanlage funktioniert nicht mehr,1832.59,1793.69,3.0,abgeschlossen
CLM-001645,CUST-020,2023-02-23,PKW,Glas,Fremdverschulden,Heckscheibe durch Vandalismus eingeschlagen,683.18,598.52,1.0,abgeschlossen
CLM-001646,CUST-008,2024-01-17,LKW,Karosserie,Fremdverschulden,Kratzer an der hinteren Stoßstange,1962.34,1564.8,6.0,abgeschlossen
CLM-001647,CUST-002,2025-10-19,LKW,Karosserie,Fremdverschulden,Kratzer an der hinteren Stoßstange,2663.68,1990.57,1.0,abgeschlossen
CLM-001648,CUST-009,2025-11-26,PKW,Motor,Naturereignis,"Motor springt nicht an, Fehlermeldung im Display",5794.19,5762.61,3.0,abgeschlossen
CLM-001649,CUST-002,2025-03-03,Transporter,Karosserie,Fremdverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,2977.58,2744.38,6.0,abgeschlossen
CLM-001650,CUST-013,2026-02-24,Transporter,Karosserie,Naturereignis,Frontschaden nach leichtem Auffahrunfall an Kreuzung,8000.0,9632.14,1.0,abgeschlossen
CLM-001651,CUST-008,2023-08-30,LKW,Motor,Fremdverschulden,"Motor springt nicht an, Fehlermeldung im Display",2826.75,2925.49,5.0,storniert
CLM-001652,CUST-029,2024-06-20,PKW,Karosserie,Fremdverschulden,"Beule an der Beifahrertür, Ursache unbekannt",2041.41,1730.76,9.0,abgeschlossen
CLM-001653,CUST-013,2024-06-17,Motorrad,Glas,Fremdverschulden,Heckscheibe durch Vandalismus eingeschlagen,443.46,472.21,1.0,abgeschlossen
CLM-001654,CUST-021,2025-07-02,PKW,Glas,Teilschuld,,616.44,705.93,1.0,abgeschlossen
CLM-001655,CUST-002,2024-03-15,PKW,Elektronik,Eigenverschulden,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",2821.52,3403.0,3.0,abgeschlossen
CLM-001656,CUST-024,2024-08-07,PKW,Motor,Eigenverschulden,Kühlmittelverlust und Überhitzung,3439.08,3684.3,6.0,storniert
CLM-001657,CUST-026,2025-10-02,PKW,Glas,Eigenverschulden,Seitenscheibe hinten rechts gesprungen,1189.02,1104.45,1.0,abgeschlossen
CLM-001658,CUST-012,2024-02-14,Transporter,Fahrwerk,Eigenverschulden,Achsvermessung nötig nach Bordsteinberührung,1405.02,1744.23,4.0,abgeschlossen
CLM-001659,CUST-012,2023-09-09,PKW,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,,3395.69,2.0,abgeschlossen
CLM-001660,CUST-018,2023-10-05,PKW,Karosserie,Teilschuld,"Beule an der Beifahrertür, Ursache unbekannt",1834.19,1498.73,6.0,abgeschlossen
CLM-001661,CUST-002,2023-06-01,PKW,Motor,Eigenverschulden,"Turbolader defekt, Leistungsverlust",3961.7,3888.0,6.0,abgeschlossen
CLM-001662,CUST-012,2025-07-14,PKW,Glas,Eigenverschulden,Seitenscheibe hinten rechts gesprungen,509.05,508.3,2.0,abgeschlossen
CLM-001663,CUST-009,2023-12-20,PKW,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,372.56,309.97,1.0,abgeschlossen
CLM-001664,CUST-002,2025-06-30,PKW,Karosserie,Fremdverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,3869.4,4219.85,6.0,abgeschlossen
CLM-001665,CUST-008,2023-06-29,Transporter,Elektronik,Fremdverschulden,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",1411.21,1195.77,1.0,abgeschlossen
CLM-001666,CUST-002,2024-10-16,PKW,Interieur,Eigenverschulden,Mittelkonsole gebrochen,614.23,579.84,1.0,abgeschlossen
CLM-001667,CUST-002,2024-12-12,PKW,Karosserie,Teilschuld,Kratzer an der hinteren Stoßstange,3818.67,4350.37,2.0,abgeschlossen
CLM-001668,CUST-002,2023-05-13,PKW,Karosserie,Vandalismus,Kratzer an der hinteren Stoßstange,2158.42,1784.96,1.0,abgeschlossen
CLM-001669,CUST-028,2026-01-31,PKW,Karosserie,Vandalismus,Delle an der Fahrertür nach Parkplatzrempler,3163.14,2772.4,5.0,abgeschlossen
CLM-001670,CUST-012,2026-01-15,PKW,Interieur,Naturereignis,Sitzheizung defekt,792.3,949.8,1.0,abgeschlossen
CLM-001671,CUST-029,2024-08-17,PKW,Elektronik,Teilschuld,Infotainment-System reagiert nicht,2595.92,2657.43,1.0,abgeschlossen
CLM-001672,CUST-010,2024-09-06,Motorrad,Motor,Fremdverschulden,Ungewöhnliche Geräusche aus dem Motorraum,2788.32,2876.74,4.0,storniert
CLM-001673,CUST-008,2023-11-19,Transporter,Fahrwerk,Eigenverschulden,Schleifgeräusche beim Lenken,3515.79,3317.69,5.0,abgeschlossen
CLM-001674,CUST-012,2023-12-23,PKW,Karosserie,Fremdverschulden,Hagelschaden auf Motorhaube und Dach,5436.85,6491.12,3.0,abgeschlossen
CLM-001675,CUST-010,2025-01-10,PKW,Fahrwerk,Naturereignis,Schleifgeräusche beim Lenken,4748.38,4965.79,4.0,storniert
CLM-001676,CUST-002,2025-11-07,PKW,Glas,Fremdverschulden,,1162.53,1409.14,1.0,storniert
CLM-001677,CUST-013,2024-04-04,PKW,Karosserie,Eigenverschulden,Delle an der Fahrertür nach Parkplatzrempler,3460.25,3200.09,1.0,abgeschlossen
CLM-001678,CUST-003,2023-09-06,Transporter,Karosserie,Naturereignis,Lackschaden durch Vandalismus am vorderen Kotflügel,2210.84,2289.95,1.0,abgeschlossen
CLM-001679,CUST-012,2024-02-16,Transporter,Elektronik,Vandalismus,Scheinwerfer fallen sporadisch aus,900.42,881.07,2.0,abgeschlossen
CLM-001680,CUST-013,2023-10-12,Motorrad,Interieur,Fremdverschulden,Mittelkonsole gebrochen,1776.4,1192.52,1.0,abgeschlossen
CLM-001681,CUST-002,2024-04-29,LKW,Glas,Eigenverschulden,Steinschlag in der Windschutzscheibe,1866.64,2180.9,3.0,storniert
CLM-001682,CUST-002,2025-10-08,Transporter,Karosserie,Vandalismus,Kratzer an der hinteren Stoßstange,2198.47,2377.66,5.0,abgeschlossen
CLM-001683,CUST-019,2023-02-23,PKW,Motor,Fremdverschulden,Zahnriemen gerissen bei Autobahnfahrt,5274.96,6248.18,8.0,abgeschlossen
CLM-001684,CUST-011,2025-01-09,LKW,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,4522.14,3572.44,7.0,abgeschlossen
CLM-001685,CUST-002,2026-02-08,PKW,Glas,Eigenverschulden,Steinschlag in der Windschutzscheibe,1162.45,1126.6,1.0,wartend_auf_teile
CLM-001686,CUST-030,2025-01-25,PKW,Elektronik,Vandalismus,Klimaanlage funktioniert nicht mehr,1789.26,1593.83,3.0,abgeschlossen
CLM-001687,CUST-002,2025-08-15,Transporter,Fahrwerk,Eigenverschulden,Federbein gebrochen,,5725.78,3.0,abgeschlossen
CLM-001688,CUST-013,2026-02-03,Transporter,Motor,Naturereignis,Kühlmittelverlust und Überhitzung,3638.28,2909.93,10.0,abgeschlossen
CLM-001689,CUST-029,2023-09-23,Transporter,Karosserie,Naturereignis,,2281.44,2430.13,7.0,abgeschlossen
CLM-001690,CUST-003,2023-06-26,PKW,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,3119.73,3706.15,4.0,abgeschlossen
CLM-001691,CUST-002,2023-05-15,Transporter,Karosserie,Teilschuld,Seitliche Beschädigung nach Auffahrunfall,4106.63,4703.88,5.0,abgeschlossen
CLM-001692,CUST-002,2024-09-25,PKW,Interieur,Eigenverschulden,Sitzheizung defekt,1208.94,957.0,4.0,abgeschlossen
CLM-001693,CUST-008,2025-03-26,LKW,Karosserie,Naturereignis,Heckschaden durch Rückwärtsfahrt gegen Poller,2508.77,2907.7,3.0,abgeschlossen
CLM-001694,CUST-002,2025-09-07,PKW,Motor,Eigenverschulden,Kühlmittelverlust und Überhitzung,5132.72,5520.05,5.0,abgeschlossen
CLM-001695,CUST-013,2025-12-12,PKW,Glas,Eigenverschulden,Riss in der Frontscheibe breitet sich aus,738.99,624.84,2.0,abgeschlossen
CLM-001696,CUST-002,2025-04-21,PKW,Elektronik,Teilschuld,Infotainment-System reagiert nicht,1613.99,1688.81,2.0,abgeschlossen
CLM-001697,CUST-012,2025-04-18,LKW,Elektronik,Teilschuld,Scheinwerfer fallen sporadisch aus,1236.82,1193.09,2.0,abgeschlossen
CLM-001698,CUST-030,2023-06-01,PKW,Interieur,Naturereignis,Sitzheizung defekt,641.84,749.6,1.0,abgeschlossen
CLM-001699,CUST-021,2023-09-14,PKW,Fahrwerk,Naturereignis,Achsvermessung nötig nach Bordsteinberührung,1783.73,2172.43,1.0,abgeschlossen
CLM-001700,CUST-012,2024-10-11,LKW,Interieur,Eigenverschulden,Sitzheizung defekt,2204.92,2178.12,2.0,abgeschlossen
CLM-001701,CUST-008,2023-06-01,Transporter,Karosserie,Eigenverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,1670.99,1148.16,5.0,abgeschlossen
CLM-001702,CUST-012,2025-07-10,PKW,Karosserie,Eigenverschulden,"Beule an der Beifahrertür, Ursache unbekannt",1325.28,1052.17,2.0,abgeschlossen
CLM-001703,CUST-012,2025-08-12,PKW,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,5511.73,5607.49,7.0,abgeschlossen
CLM-001704,CUST-010,2025-11-25,PKW,Glas,Vandalismus,Steinschlag in der Windschutzscheibe,1053.06,702.32,1.0,abgeschlossen
CLM-001705,CUST-002,2024-12-06,Transporter,Motor,Fremdverschulden,"Motor springt nicht an, Fehlermeldung im Display",2893.35,3278.34,3.0,abgeschlossen
CLM-001706,CUST-026,2023-09-20,PKW,Karosserie,Eigenverschulden,Delle an der Fahrertür nach Parkplatzrempler,3193.22,3122.71,3.0,storniert
CLM-001707,CUST-010,2026-02-03,Transporter,Glas,Naturereignis,Steinschlag in der Windschutzscheibe,1149.49,1431.54,1.0,wartend_auf_teile
CLM-001708,CUST-003,2024-01-08,Transporter,Elektronik,Eigenverschulden,Scheinwerfer fallen sporadisch aus,1537.05,1553.04,4.0,abgeschlossen
CLM-001709,CUST-008,2023-09-22,PKW,Interieur,Vandalismus,Lenkrad Lederbezug beschädigt,1130.45,1536.07,1.0,abgeschlossen
CLM-001710,CUST-010,2025-06-05,PKW,Fahrwerk,Eigenverschulden,Stoßdämpfer vorne links defekt,723.44,797.58,6.0,abgeschlossen
CLM-001711,CUST-021,2025-10-26,PKW,Elektronik,Fremdverschulden,Fensterheber klemmt auf Fahrerseite,1620.9,1758.7,6.0,abgeschlossen
CLM-001712,CUST-016,2023-04-24,PKW,Glas,Fremdverschulden,Heckscheibe durch Vandalismus eingeschlagen,623.89,619.31,1.0,abgeschlossen
CLM-001713,CUST-018,2023-09-12,Transporter,Karosserie,Fremdverschulden,"Beule an der Beifahrertür, Ursache unbekannt",3948.55,5792.27,7.0,abgeschlossen
CLM-001714,CUST-001,2025-11-27,PKW,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,4144.0,3616.84,2.0,abgeschlossen
CLM-001715,CUST-010,2023-11-10,Transporter,Glas,Fremdverschulden,Riss in der Frontscheibe breitet sich aus,701.19,653.5,3.0,abgeschlossen
CLM-001716,CUST-012,2024-09-14,PKW,Elektronik,Fremdverschulden,Fensterheber klemmt auf Fahrerseite,699.47,664.84,4.0,abgeschlossen
CLM-001717,CUST-002,2023-12-04,PKW,Karosserie,Eigenverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,3991.06,3228.23,5.0,abgeschlossen
CLM-001718,CUST-004,2023-11-28,Transporter,Interieur,Eigenverschulden,Lenkrad Lederbezug beschädigt,1734.22,1861.11,1.0,abgeschlossen
CLM-001719,CUST-018,2024-10-22,PKW,Elektronik,Fremdverschulden,Batterie entlädt sich über Nacht,1189.18,1163.93,1.0,abgeschlossen
CLM-001720,CUST-002,2024-04-06,LKW,Karosserie,Naturereignis,Hagelschaden auf Motorhaube und Dach,6152.17,6829.11,3.0,abgeschlossen
CLM-001721,CUST-012,2024-12-09,LKW,Elektronik,Teilschuld,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",1724.22,1662.75,1.0,abgeschlossen
CLM-001722,CUST-003,2025-11-28,PKW,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,2874.7,2654.02,1.0,abgeschlossen
CLM-001723,CUST-001,2024-08-04,Transporter,Elektronik,Fremdverschulden,Batterie entlädt sich über Nacht,599.3,782.88,2.0,abgeschlossen
CLM-001724,CUST-003,2023-06-11,PKW,Interieur,Fremdverschulden,Armaturenbrett hat Riss durch Sonneneinstrahlung,1109.58,1175.85,1.0,abgeschlossen
CLM-001725,CUST-029,2024-05-28,PKW,Fahrwerk,Fremdverschulden,Federbein gebrochen,2007.69,1786.31,1.0,abgeschlossen
CLM-001726,CUST-021,2024-02-07,PKW,Karosserie,Vandalismus,"Beule an der Beifahrertür, Ursache unbekannt",,1916.23,1.0,abgeschlossen
CLM-001727,CUST-028,2026-02-02,Motorrad,Elektronik,Naturereignis,Klimaanlage funktioniert nicht mehr,5000.0,4074.12,1.0,in_bearbeitung
CLM-001728,CUST-012,2024-07-16,PKW,Fahrwerk,Eigenverschulden,Stoßdämpfer vorne links defekt,1233.62,1152.15,5.0,abgeschlossen
CLM-001729,CUST-002,2023-09-14,Transporter,Karosserie,Fremdverschulden,Hagelschaden auf Motorhaube und Dach,5268.16,5279.63,3.0,abgeschlossen
CLM-001730,CUST-012,2024-09-12,PKW,Fahrwerk,Eigenverschulden,Federbein gebrochen,1113.9,1323.48,2.0,abgeschlossen
CLM-001731,CUST-011,2025-12-28,PKW,Karosserie,Fremdverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,3987.42,4309.46,3.0,storniert
CLM-001732,CUST-023,2023-07-11,PKW,Elektronik,Eigenverschulden,Scheinwerfer fallen sporadisch aus,2455.31,3337.15,3.0,abgeschlossen
CLM-001733,CUST-002,2025-10-26,Motorrad,Elektronik,Fremdverschulden,Klimaanlage funktioniert nicht mehr,5000.0,4484.96,4.0,abgeschlossen
CLM-001734,CUST-012,2023-12-12,Transporter,Karosserie,Eigenverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,6231.3,6589.45,1.0,abgeschlossen
CLM-001735,CUST-002,2023-11-12,Transporter,Karosserie,Fremdverschulden,"Beule an der Beifahrertür, Ursache unbekannt",3550.86,2649.51,5.0,abgeschlossen
CLM-001736,CUST-008,2023-12-17,LKW,Karosserie,Eigenverschulden,Delle an der Fahrertür nach Parkplatzrempler,2540.73,2230.96,6.0,abgeschlossen
CLM-001737,CUST-016,2024-11-22,PKW,Fahrwerk,Fremdverschulden,Stoßdämpfer vorne links defekt,3126.66,3629.0,2.0,abgeschlossen
CLM-001738,CUST-012,2023-03-26,Transporter,Glas,Eigenverschulden,Steinschlag in der Windschutzscheibe,307.17,306.15,1.0,abgeschlossen
CLM-001739,CUST-009,2023-02-28,PKW,Motor,Teilschuld,Ölverlust unter dem Fahrzeug festgestellt,9228.79,8970.37,7.0,abgeschlossen
CLM-001740,CUST-009,2023-06-16,LKW,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,3983.56,4193.39,2.0,abgeschlossen
CLM-001741,CUST-011,2023-04-04,LKW,Glas,Fremdverschulden,Riss in der Frontscheibe breitet sich aus,,986.28,1.0,abgeschlossen
CLM-001742,CUST-019,2024-06-26,PKW,Elektronik,Eigenverschulden,Klimaanlage funktioniert nicht mehr,934.35,777.16,1.0,abgeschlossen
CLM-001743,CUST-026,2024-03-07,Transporter,Karosserie,Vandalismus,Seitliche Beschädigung nach Auffahrunfall,3944.49,3956.0,2.0,abgeschlossen
CLM-001744,CUST-028,2025-05-03,PKW,Interieur,Eigenverschulden,Lenkrad Lederbezug beschädigt,957.97,897.06,4.0,abgeschlossen
